STRS_addaction_defuse,Desamorcer la bombe,
STRS_addaction_bank_license,Acheter l'assurance banquaire pour $%1,
STRS_addaction_civcammenu,Ouvrir camera civil,
STRS_addAction_copmenu,Ouvrir menu police,
STRS_addAction_copmenulite,Menu police a pied,
STRS_addaction_jailcam,Camera de la prison,
STRS_addaction_buy_drugs,Ouvrir le menu d'achat de drogue,
STRS_addaction_sell_drugs,Vente de drogue,
STRS_addaction_weather,Weather Forecast,
STRS_addaction_shootingrange,Shooting Range $%1,
STRS_addaction_prisonrelease,Wanted/Prison Menu,
STRS_addaction_bail,Payer son bail,
STRS_addaction_buy_worker,Acheter des travailleurs pour $%1,
STRS_addaction_buy_slave,Achetez un esclave pour $%1,
STRS_addaction_buy_hideout,Menu magazin de campement,
STRS_addaction_race_join,Rejoindre la course de rue $%1,
STRS_addaction_buy_shop,Acheter %1 pour $%2,
STRS_addaction_buy_rank,Bribe Soudoyer le chef adjoint de la police d'obtenir un couteau dans le %1 pour $%2,
STRS_addaction_switch_copmarker,Marqueur police on/off,
STRS_addaction_radio_on,Switch Radio On/Off,
STRS_addaction_vehicleinfo,Vehicle information,
STRS_addaction_courierjob,Obtenez un Courrier d'emploi!,
STRS_addaction_hideout_addon1,Hideout: Medic Add-on $%1,
STRS_addaction_hideout_addon2,Hideout: Teleport Add-on $%1,
STRS_addaction_hideout_addon3,Hideout: On-line Banking Add-on $%1,
STRS_addaction_hideout_addon4,Reparer camp $%1,
STRS_addaction_hideout_addon5,Verrouiler le camp,
STRS_addaction_hideout_healaddon_use,Soigner,
STRS_addaction_hideout_bankaddon_use,Services bancaires en ligne,
STRS_addaction_hideout_ablage,Stockage du camp,
STRS_addAction_bank_balance,Solde du compte,
STRS_addAction_bank_dialog,Menu de banque,
STRS_addaction_civmenu,Interaction %1 (%2),
STRS_addaction_restrainciv,Menotter %1 (%2),
STRS_action_hideoutowner,Afficher le proprietaire du camp,
STRS_addaction_gildenmenu,Menu des gangs,
STRD_description_gildegruenden_hinweis," ""Note: Le nom ne doit pas contenir des citations! Frais de creation est de 25.000 $. Si vous quittez et rejoingnez le jeu, vous devez rejoindre a nouveau la bande. Les gangs ne peuvent avoir que 8 membres.""",
STRD_description_gildeverwalten_sperren_submit," ""Mettre a jour""",
STRD_description_gildeverwalten_sperren_header," ""Rejoindre est autoriser ?""",
STRS_addaction_removesperre,Supprimer Roadblock/Spikestrip,
STRS_addaction_sirene,Sirene On/Off,
STRS_addaction_lightbar,Lumiere On/Off,
STRS_addaction_lock,Verouiller/Deverouiller,
STRS_addaction_crimelog,Fichier de police,
STRS_addaction_trunk,Coffre,
STRS_addaction_trunk_see,Regarder le coffre,
STRS_addaction_trunk_check,Inspecter le vehicule,
STRS_camciv_nomoney,La camera civil a ete supprimer.,
STRS_civcam_notwanted,Vous regardez %1. Il n'est pas rechercher.,
STRS_civcam_wanted,Vous regardez %1. Il est rechercher !!!!,
STRS_deadcam_deadwait_civ,Vous etes mort %1 fois et suicider %5 fois, vous devez attendre %2 secondes pour respawn. Vous devez egalement attendre %4 secondes de plus pour respawn. (Pour tout les crimes que vous avez commis).,
STRS_deadcam_deadwait_cop,"Vous devez attendre 30 secondes pour respawn, plus 30 secondes pour tout les joueurs que vous avez tuer.\nVotre temps de reapparition de ce cycle est de %1 secondes.\nPour eviter un niveau record de respawn,Tazer ou arettez les civils au lieu de les tuer. ",
STRS_civmenu_stehlen_copzunah,Vous ne pouvez pas voler quoi que ce soit comme un flic est a proximiter.,
STRS_civmenu_stehlen,Vous etes en train de voler de l'argent de ce joueur! S'il vous plait attendez cinq secondes pour obtenir l'argent.,
STRS_civmenu_distance,Vous etes trop loin du Civil ou il est mort,
STRS_civmenu_wantedbonus,C'etait une personne rechercher. Vous obtenez un bonus de $%1,
STRS_civmenu_kopfgeld,Sur cette personne, il y avait une prime de $%1,
STRS_civmenu_hasnodrugs,Le civil n'a pas de drogue.,
STRS_civmenu_hasdrugs,"%1 a de la drogue, Vous lui confisquer. Vous devez mettre %1 en prison pour %2 minutes ou lui donner une amende de $%3. ",
STRS_civmenu_disarm,Vous desarmer %1!.,
STRS_civmenu_buy_disarm_nomoney,Vous ne pouvez pas lui enlever ses armes.,
STRS_civmenu_disarm_notarmed,Cette personne n'est pas armer.,
STRS_civmenu_arrested,Arrestation en cours %1...,
STRS_civmenu_ticketinuse,Vous avez fais une erreur dans l'ecriture de l'amende,
STRS_civmenu_gaveticket,Vous donnez a %1 une amende de $%2.,
STRS_civmenu_didpayticket,%1 a payer l'amende de $%2.,
STRS_civmenu_didpaynothing,%1 decide de ne pas payer l'amende.,
STRS_civmenu_ticket_globalchat,%3 donne une amende de $%2 a %1,
STRS_civmenu_didnotpayticket,%1 n'a pas asser d'argent payer l'amende de $%2,
STRS_civmenu_youdidnotpay,Vous n'avez pas payer l'amende.,
STRS_civmenu_copnotarmed,Vous avez besoin d'une arme pour faire cet action.,
STRS_civmenu_heal,Vous soignez %1.,
STRS_civmenu_panic,Boutton panique de %1 est activer.,
STRS_inventory_checknohands,Le civil n'a pas les mains sur la tete ou n'est pas assomer.,
STRS_inventory_checknohandszip,Le civil n'a pas les mains sur la tete ou n'est pas assomer.,
STRS_inventory_checkstring,His Licenses:\n\nHandgunlicense: %1\nRiflelicense: %2\nHeavygunlicense: %3\nSniperriflelicense: %4\n\nCarlicense: %5\nPickuplicense: %6\nTrucklicense: %7\nArmoredlicense: %8\nBoatlicense: %9\nAirlicense: %10\nOillicense: %11\nTobaccolicense: %12\nAlcohollicense: %13\n\nBuilderlicense: %14\n\nPassportlicense: %15\n\nBodyGuardlicense: %16\n\nIllegal Objects - Amount:\n\n%17,
STRS_civmenucheck_beendisarmed,Vous avez ete desarmer.,
STRS_civmenucheck_beendrugsearched,Votre drogue est confisquer.,
STRS_civmenucheck_ticketrest,You still owe the Cops $%1,
STRS_civmenucheck_ticketself,Vous payez l'amende de $%1.,
STRS_civmenucheck_youarehealed,Vous avez ete soigner par la police,
STRS_civmenucheck_removeddrugs,La police a trouver votre drogue et la bruler.,
STRS_civmenucheck_haddrugs,%1 a trouver une valeur de $%2 de drogue,
STRS_civmenucheck_arrested_self,Vous avez ete arreter pour %1 Minutes. Quand vous aurer purger votre peine vous serer teleporter ailleurs, Vous pouvez vous echapper en helicoptere.,
STRS_civmenucheck_arrested_global,%1 est arreter par %2 pour %3 minute(s),
STRS_civmenucheck_free_global,%1 a purger sa peine en prison et est a nouveau libre,
STRS_civmenucheck_free_self,Vous etes libre maintenant. Ne faite pas quelque chose de mal ou vous serez arretes de nouveau.,
STRS_civmenucheck_breakout,%1 ses echapper de la prison,
STRS_civmenucheck_stolen,Vous avez voler $%1 a cette personne!,
STRS_civmenucheck_stolenpub,Quelqun est en train de voler %1!,
STRS_dialogcivmenu_arrest,Arreter pour %1 min(s),
STRS_dialogcivmenu_ticket,Amende  $%1,
STRS_dialogandere_bankdialog_you,Vous,
STRS_dialogandere_gilden_keinleader,Vous n'etes pas le chef d'un gang de sorte que vous ne pouvez pas utiliser ce menu,
STRS_dialogandere_itemshop,Votre argent courant est de $%1,
STRS_geld_countdown,%1 Minute(s) avant votre paie.,
STRS_geld_were,etaient,
STRS_geld_nowere,n'etaient pas,
STRS_geld_unimsg,En raison de votre formation universitaire vous avez gagner $%1 d'extra.,
STRS_geld_hideoutextramoney,En raison de votre planque vous obtenez $%1 de plus.,
STRS_geld_civmoneyadd,"%1, Vous recevez une paie de $%2. L'argent est transferer sur votre compte banquaire.",
STRS_geld_copmoneyadd,"%1, Vous recevez une paie de $%2. L'argent est transferer sur votre compte banquaire.",
STRS_geld_paycheckdead,Vous avez manquer une paie parceque vous etes mort.,
STRD_description_onloadintro,ZLR,
STRD_description_onloadmission,ZLR,
STRD_description_param1,MMarqueur de ville,
STRD_description_time,TimeSkipInterval[Day|Night],
STRD_description_on,on,
STRD_description_off,off,
STRD_description_cancel,Annuler,
STRD_description_buyitem_close,Fermer,
STRD_description_submit,Soumettre,
STRD_description_weapon_submit,Acheter cette arme!,
STRD_description_civcam_title,Chernarus Camera Systemes,
STRD_description_civcam_chooseciv,Choisissez le civil:,
STRD_description_civcam_dauer,Durer:,
STRD_description_civcam_cost,Prix:,
STRD_description_civcam_submit,Le regarder,
STRD_description_carshop_submit,Acheter ce vehicule,
STRD_description_civmenu_disarm,Desarmer,
STRD_description_civmenu_steal,Voler le porte monnaie,
STRD_description_civmenu_drugs,Chercher de la drogue,
STRD_description_civmenu_arrest,Aretter,
STRD_description_civmenu_ticket,Amende,
STRD_description_civmenu_heal,Verifier license,
STRD_description_civmenu_inventar,Regarder l'inventaire,
STRD_description_civmenu_ZipTie,Menotter/Liberer,
STRD_description_civmenu_header,Menu-Civil,
STRD_description_wantedrelease_cost,Enter la prime:,
STRD_description_wantedrelease_setwantedmenu,Ouvrir le wanted menu,
STRD_description_wantedrelease_prisonrelease_title,Menu de liberation,
STRD_description_wantedrelease_submit,Le liberer,
STRD_description_wantedrelease_submit_unwanted,Retirer,
STRD_description_bail_pay,Payer caution,
STRD_description_bail_cost,Caution,
STRD_description_spielerinfo_header,Info du joueur,
STRD_description_spielerinfo_select,Selectionner le joueur,
STRD_description_spielerinfo_name,Nom du joueur:,
STRD_description_spielerinfo_deaths,Nombre de mort:,
STRD_description_spielerinfo_wanted,Wanted:,
STRD_description_spielerinfo_kopfgeld,Prime:,
STRD_description_bombenconfig_header,Config vitesse de la voiture pieger,
STRD_description_bombenconfig_speed,Vitesse:,
STRD_description_bombenconfig_speed2,Durer:,
STRD_description_bombenconfig_plant,Placer la bombe,
STRD_description_zeitbombenconfig_header,Config le temps de detonation,
STRD_description_zeitbombenconfig_zeit,Temps:,
STRD_description_hideout_submit,Acheter camp,
STRD_description_schluessel_header,Porte clé,
STRD_description_schluessel_wegwerfen,Jetez la clé pour toujours,
STRD_description_handy_title,Ecrire SMS,
STRD_description_handy_cost,Prix: $%1,
STRD_description_handy_submit,Envoyer,
STRD_description_itemmenu_title,Acheter Items,
STRD_description_itemmenu_title2,Vendre Items,
STRD_description_inventar_gewicht,Pois de l'item unique/global:,
STRD_description_spielerliste_header,Statistiques,
STRD_description_gildegruenden_header,Creer un nouveau Gang,
STRD_description_gildegruenden_submit,Creer!,
STRD_description_gildegruenden_name,Nom du gang:,
STRD_description_gildeverwalten_header,Gerer Gang,
STRD_description_gildeverwalten_rauswerfen_header,Kick un membre,
STRD_description_gildeverwalten_rauswerfen_submit,Kick!,
STRD_description_gildehauptmenu_header,Gangs,
STRD_description_gildehauptmenu_button_join,Rejoindre Gang,
STRD_description_gildehauptmenu_button_manage,Gerer Gang,
STRD_description_gildehauptmenu_button_leave,Quitter Gang,
STRD_description_gildehauptmenu_button_create,Creer Gang,
STRD_description_factory_manifacture_header,Usine,
STRD_description_factory_manifacture,Production,
STRD_description_close,Fermer,
STRD_description_janein_header,SVP comfirmer,
STRD_description_ja,Oui,
STRD_description_nein,Non,
STRD_janein_header,SVP comfirmer,
STRD_stunned_dialogbutton,se lever,
STRS_handlerdeadpub_civkilled,Vous avez tuer %1! Il n'etait pas recherche vous devez payer $%2 de compensation.,
STRS_handlerdeadpub_kopfgeld_youkilled,Vous avez tuer %1! Il avait une prime de $%2,
STRS_handlerdeadpub_kopfgeld_kill,Vous avez tuer un civil rechercher vous gagnez $%1 de bonus.,
STRS_handlerdeadpub_copkilled,Vous avez tuer %1! Vous etes maintenant rechercher!,
STRS_handlerdeadpub_copkilledbycop,Vous avez tuer un membre de votre equipe : %1!,
STRS_handlerdeadpub_suicide,Vous vous etes sucider...,
STRS_konvoy_start,Un camion de ravitaillement est sur le chemin de la base de police.,
STRS_konvoy_arrived,Le camion de ravitaillement a atteint la base de la police..,
STRS_konvoy_hijacked,Le camion de ravitaillement a ete detourner! Le pilote est mort!,
STRS_konvoy_destroyed,Le camion de ravitaillement a ete detourner! Le pilote est mort!!,
STRS_konvoy_civarrived,Le Convoi detourne a atteint le repaire des rebelles,
STRS_Konvoymarker,Camion,
STRS_bankvanmarker,Fourgon,
STRS_kopfgeld_kein_kopfgeld_entfernen,Il n'y a pas de prime sur sa tete.,
STRS_kopfgeld_entfernt,La prime de %1 a ete supprimler. Il n'est plus rechercher.,
STRS_kopfgeld_nokopfgeld,Vous ne pouvez pas ajouter %1 a la liste des recherchers.,
STRS_kopfgeld_nomoney,Vous n'avez pas asser d'argent.,
STRS_kofpgeld_set,Vous ajouter une prime de $%2 sur %1.,
STRS_kopfgeld_publicmsg,%1 definit une prime de $%2 sur la tete de Civ%3s . C'est une prime de $%4 au total (Le policier qui arrete cette personne peux recevoir la prime).,
STRS_kopfgeld_notself,Vous ne pouvez pas vous enlever vous meme de la wanted liste.,
STRS_switchedcopmarker,Vous avez maintenant le marqueur de %1.,
STRS_Off,off,
STRS_On,on,
STRS_statdialog_playerinfo,J O U E U R - I N F O:,
STRS_statdialog_playerlist,J O U E U R S:,
STRS_statdialog_licenselist,L I C E N S E S:,
STRS_statdialog_other,A U T R E:,
STRS_statdialog_inventarlist,I N V E N T A I R E:,
STRS_statdialog_waffen,A R M E S:,
STRS_statdialog_magazine,C H A R G E U R S:,
STRS_statdialog_gildenlist,G A N G S:,
STRS_statdialog_laws,L O I S:,
STRS_statdialog_regierung,Gouverneur:,
STRS_statdialog_chief,Chef de la Police:,
STRS_statdialog_taxes,T A X E S:,
STRS_stat_regierung,Government Gang-ID:,
STRS_statdialog_money,Argent,
STRS_statdialog_hunger,Nourritures,
STRS_statdialog_thirst,Eau,
STRS_statdialog_health,Soin,
STRS_statdialog_speed,Vitesse,
STRS_statdialog_heigth,Hauteur,
STRS_statdialog_weight,Poids,
STRS_statdialog_rolenumber,Numero du Role,
STRS_statdialog_copkills,Agent de police tuer,
STRS_statdialog_civkills,Civil tuer.,
STRS_statdialog_selfkills,Suicides,
STRS_statdialog_streetcred,Reputation dans la rue,
STRS_statdialog_deaths,Morts,
STRS_statdialog_bounty,Prime,
STRS_statdialog_bestrace,Meilleur course,
STRS_statdialog_racewon,Course gagner,
STRS_statdialog_gilde,Gang,
STRS_statdialog_wanted,Rechercher,
STRS_statdialog_kopfgeld,Prime,
STRS_hints_ja,Oui,
STRS_hints_nein,Non,
STRS_hints_keins,Aucun,
STRS_hints_account_balance,Vous avez %1$ sur votre compte banquaire.,
STRS_bail_addbail,Vous avez reçu $%1 parceque Civ%2 a payer sa caution.,
STRS_bail_addconvoy,Vous avez reçu $%1 du convoi.,
STRS_bail_payed,Civ%1 a payer $%2 il est maintenant en liberte sous caution ,
STRS_bail_self,Vous avez payer $%1 de caution.,
STRS_bail_cantpay,Tu n'as pas asser d'argent.,
STRS_prison_notinprison,Vous ne pouvez pas liberer ce civil car il n'est pas en prison.,
STRS_prison_freenow,Le civil est maintenant libre.,
STRS_pimp_vclsell_toofast,Vous allez trop vite pour vendre le vehicule,
STRS_pimp_vclsell,Vous avez vendu ce vehicule pour $%1.,
STRM_mission_marker_arbeiter,Travailleur,
STRM_mission_marker_rathaus,Mairie,
STRM_mission_marker_deliverypoint1,Livraison 1,
STRM_mission_marker_deliverypoint2,Livraison 2,
STRM_mission_marker_deliverypoint3,Livraison 3,
STRM_mission_marker_deliverypoint4,Livraison 4,
STRM_mission_marker_deliverypoint5,Livraison 5,
STRM_mission_marker_deliverypoint6,Livraison 6,
STRM_mission_marker_deliverypoint7,Livraison 7,
STRM_mission_marker_deliverypoint8,Livraison 8,
STRM_mission_marker_deliverypoint9,Livraison 9,
STRM_mission_marker_deliverypoint10,Livraison 10,
STRM_mission_marker_workplace1,Milieu de travail 1,
STRM_mission_marker_workplace2,Milieu de travail 2,
STRM_mission_marker_workplace3,Milieu de travail 3,
STRM_mission_marker_terrorhideout,Camp rebelle,
STRM_mission_marker_jail,Prison,
STRM_mission_marker_Heroindealer,Vendre Heroine,
STRM_mission_marker_cocaindealer,Vendre Cocaine,
STRM_mission_marker_marihuanadealer,Vendre Marijuana,
STRM_mission_marker_lsddealer,Vendre LSD,
STRM_mission_marker_lonelyisland,Juste une ile deserte,
STRM_mission_marker_racefinish,Course terminer,
STRM_mission_marker_racestart,Debut de la course,
STRM_mission_marker_atm,ATM,
STRM_mission_marker_shootingrange,Distance de tir,
STRM_mission_marker_refuelstation,Station essence,
STRM_mission_marker_policestation,QG de police,
STRM_mission_marker_headmoneylicense,Formation chasseur de prime,
STRM_mission_marker_antidoteshop,Boutique d'antidote,
STRM_mission_marker_civhospital,Hopital civil,
STRM_mission_marker_bank,Banque,
STRM_mission_marker_shop_1,Magazin 1,
STRM_mission_marker_shop_2,Magazin 2,
STRM_mission_marker_shop_3,Magazin 3,
STRM_mission_marker_shop_air,Magazin Vehicule Aerien,
STRM_mission_marker_shop_air_small,Magasin de Sport Vehicule Aerien,
STRM_mission_marker_shop_armored,Magazin Tank & voitures,
STRM_mission_marker_shop_heavygun,Magazin Armes lourdes,
STRM_mission_marker_shop_boat,Magazin de Bateau,
STRM_mission_marker_shop_sniper,Magazin Sniper,
STRM_mission_marker_shop_rifle,Magazin de Fusil,
STRM_mission_marker_shop_pickup,Magazin de Pick-up,
STRM_mission_marker_shop_truck,Magazin de Camion,
STRM_mission_marker_shop_car,Magazin de Voiture,
STRM_mission_marker_shop_handgun,Magasin de Pistolet,
STRM_mission_marker_shop_smg,Magazin SMG,
STRM_mission_marker_shop_equipment,Magazin d'equipement,
STRM_mission_marker_sellcars,Vendre Vehicule,
STRM_mission_marker_garage,Garage,
STRM_mission_drugbuyflag,Acheter drogue,
STRM_mission_marker_fishing,Zone de Peche,
STRM_mission_marker_forest,Travail en Foret,
STRM_mission_marker_farming,La recolte de la Region,
STRM_mission_marker_farmingsell,Vendre Recolte,
STRM_mission_marker_court,Chantier,
STRM_mission_marker_jail_construction,Chantier Prison,
STRM_mission_marker_bagango_shooting_range,Champ de tir Bagango,
STRM_mission_marker_factory_air,Usine Vehicul Aerien,
STRM_mission_gruen_fahne,Bases,
STRM_mission_blau_fahne,Boutique,
STRM_mission_gelb_fahne,Camp / Lieu de travail / Boutiques achetables,
STRM_mission_rot_fahne,Activiter Illegale,
STRM_mission_gruen_punkt,Bank / ATM,
STRM_mission_rot_punkt,Point de Livraison,
STRM_mission_gelb_punkt,Course de rue,
STRM_mission_weiss_punkt,Autres,
STRM_mission_legende,Legende,
STRM_mission_legende_civmarker,Marqueur civil,
STRM_mission_legende_civmarker2,Marqueur civil (wanted),
STRM_mission_legende_copmarker,Marqueur Police,
STRM_mission_legende_restaurante,Restaurant,
STRM_mission_marker_terrorvehicle,Vehicule Rebelle,
STRS_license_car,Permis de Conduire,
STRS_license_pickup,Pick-up License,
STRS_license_truck,Permis de Poids-Lourds,
STRS_license_boat,Permis de Bateau,
STRS_license_air,Licence de Pilotes,
STRS_license_kopfgeld,Licence de Chasseur de Prime,
STRS_license_terror,Formation Terroriste,
STRS_license_uni,Examen de l'Universite,
STRS_license_bank,Assurance Bancaire,
STRS_license_bomb,Formation a la Bombe,
STRS_license_lockpick,Entrainement de Crochetage,
STRS_license_engineer,Formation Mecanique,
STRS_license_explosive,Formation en Explosif,
STRS_license_probator,Magazin civil acheter license,
STRS_license_coppatrol,Formation Patrouille,
STRS_license_copresponse,Formation interrogateur,
STRS_license_copairsupport,Formation Support Aerien,
STRS_license_copswat,Formation SWAT,
STRS_license_medic,Entrainement Medical,
STRM_mission_marker_license1,License Pick-up/Voitures,
STRM_mission_marker_license2,License SMG/Pistolet,
STRM_mission_marker_license3,License SMG/Sniper,
STRM_mission_marker_license4,Permi Bateau,
STRM_mission_marker_license_airport,License Vehicule Aerien,
STRM_mission_marker_license5,License Petrole,
STRM_mission_marker_university,Formation Universitaire,
STRM_mission_marker_Alcohol,License Alcool/Tabbac,
STRS_item_addinfo_keine,Aucun,
STRS_item_hideout,Camp,
STRS_item_hideout_info,Un camp peu etre placer n'importe ou, vous pouvez stocker armes/items...,
STRS_inventar_hideout_wrongplace,Vous etes trop pres d'une ville de sorte que vous ne pouvez pas construire votre camp ici.,
STRS_inventar_no_money_hideout,Vous ne pouvez pas offrir un camp.,
STRS_inventar_bought_hideout,"%1, vous construisez une planque ici.",
STRS_variablen_hideout_small,Petit Camp,
STRS_variablen_hideout_middle,Camp Moyens,
STRS_variablen_hideout_large,Gros camp,
STRS_variablen_hideout_addon_firstaid,Secourisme,
STRS_variablen_hideout_addon_teleporter,Teleporter,
STRS_variablen_hideout_addon_banking,Services bancaires par Internet,
STRS_hideoutheal_nouse,Vous n'etes pas blesser.
STRS_hideoutheal_use,Vous vous etes vous meme soigner.,
STRS_hideoutheal_used,Vos blessures sont maintenant gueries.,
STRS_hideoutaddons_nobuy,Vous ne pouvez pas ajouter ce module.,
STRS_hideoutaddons_buy,Vous avez acheter un module de camp pour $%1.,
STRS_hideoutaddons_repaired,Vous avez reparer le camp.,
STRS_hideoutaddons_norepair,Vous ne pouvez pas reparer votre camp parce qu'il n'est pas endommager.,
STRS_hideoutaction_nobuy,Vous ne pouvez pas offri ce camp.,
STRS_hideoutaction_already,Vous possedez deja un repaire.,
STRS_hideoutaction_info,Vous avez acheter un camp. Il est maintenant disponible dans votre inventaire.,
STRS_hideout_flagowner,Le proprietaire de ce camp est %1,
STRS_hideout_locked_entered,%1 est entrer votre camp.,
STRS_hideout_locked,Hideout Fermer.,
STRS_hideout_unlocked,Hideout Ouvert.,
STRS_hideout_marker,Votre camp,
STRS_item_alreadygothideout,Vous avez deja un camp.,
STRS_item_versicherung,Assurance banquaire,
STRS_item_versicherung_info,Vous ne pouvez pas perdre d'argent lorsque la banque se fait voler tout en ayant cet objet dans votre inventaire. Chaque fois que la banque a voler un element d'assurance sera supprimer.,
STRS_item_impound,Autorisation de mise en fourriere,
STRS_item_impound_info,Avec ce papier vous pouvez mettre les vehicule en fourriere.,
STRS_inventar_impound_zuweit,Il n'y a pas de vehicule ici.,
STRS_inventar_impound_gesehen,%1 a mis en fourriere le vehicule de %2 !,
STRS_inventar_impound_already,Vous ne pouvez pas mettre votre propre vehicule en fourriere!!.,
STRS_inventar_impound_success,Vous avez envoyer ce vehicule a la fourriere!,
STRS_inventar_impound_noluck,Vous n'avez pas reussi a mettre en fourriere ce vehicule,
STRS_item_lockpick,Kit de Crochetage,
STRS_item_lockpick_info,Avec cet appareil, vous pouvez voler d'autres vehicules et acquerir les clés..,
STRS_inventar_lockpick_zuweit,Aucun vehicule a proximiter.,
STRS_inventar_lockpick_gesehen,%1 est temoin d'un vole de vehicule (Plaque d'immatriculation: %2)!,
STRS_inventar_burglary,%1 a ete vue entrain d'entrer dans la maison de %2 !,
STRS_inventar_lockpick_already,vous possedez deja ce vehicule.,
STRS_inventar_lockpick_success,Vous avez les clés de ce vehicule,
STRS_inventar_lockpick_noluck,Le kit de crochetage est casser.,
STRS_item_holz,Bois,
STRS_item_eisenerz,Minerai de Fer,
STRS_item_mineraloel,Petrole,
STRS_item_ebauteile,Composants electroniques,
STRS_item_silizium,silicium,
STRS_item_kupfer,Cuivre,
STRS_item_copper,Cuivre,
STRS_item_steel,Acier,
STRS_item_stahl,Acier,
STRS_item_schwarzpulver,Poudre noir,
STRS_item_schwefel,Sulphure,
STRS_item_kohle,Charbon,
STRS_item_gold,Or,
STRS_item_Diamond,Diamand,
STRS_item_erdoel,Petrole,
STRS_item_glas,Verre,
STRS_item_plastik,Plastique,
STRS_item_sand,Sable,
STRS_item_stahlwolle,Laine d'acier,
STRS_item_Marihuana_Plant,Utiliser pour faire de la drogue,
STRS_item_Bundle_of_Grapes,Utiliser pour faire du vin,
STRS_item_oil,Utilise pour faire de barils de petrole,
STRS_FoodContainer,importes d'autres pays,
STRS_WeaponContainer,importes d'autres pays,
STRS_MedicalContainer,importes d'autres pays,
STRS_SupplyContainer,importes d'autres pays,
STRM_verseuchte_zone,Zone contaminer,
STRS_item_farmitem_info,Son produit peut etre utilise afin de creer d'autres elements dans les usines.,
STRS_item_gold_info,Ceci peut etre utilise pour fabriquer des lingots d'or,
STRS_addaction_gesetz,Changer la loi,
STRD_dialogandere_gesetze_header,Changer les lois (Vous devez choisir un emplacement dans la liste ci-dessous. C'est peut-etre vide).,
STRD_dialogandere_gesetze_submit,Changer!,
